Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa\achiupr01,PF,21,MIA,53,2,12.3,2.0,3.7,.551,0.0,0.0,,2.0,3.7,.551,.551,1.0,1.9,.515,1.3,2.2,3.5,0.5,0.3,0.5,0.7,1.6,5.1
2,Jaylen Adams\adamsja01,PG,24,MIL,7,0,2.6,0.1,1.1,.125,0.0,0.3,.000,0.1,0.9,.167,.125,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.0,0.1,0.3
3,Steven Adams\adamsst01,C,27,NOP,52,52,28.0,3.3,5.4,.618,0.0,0.1,.000,3.3,5.3,.625,.618,1.1,2.4,.448,3.8,5.2,9.0,2.0,0.9,0.7,1.4,2.0,7.7
4,Bam Adebayo\adebaba01,C,23,MIA,50,50,33.5,7.2,12.7,.566,0.0,0.2,.250,7.1,12.5,.570,.568,4.6,5.7,.806,2.3,6.9,9.2,5.2,1.0,1.1,2.7,2.3,19.0
5,LaMarcus Aldridge\aldrila01,C,35,TOT,26,23,25.9,5.4,11.4,.473,1.2,3.1,.388,4.2,8.3,.505,.525,1.6,1.8,.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8,13.5
5,LaMarcus Aldridge\aldrila01,C,35,SAS,21,18,25.9,5.5,11.8,.464,1.3,3.6,.360,4.2,8.2,.509,.518,1.5,1.8,.838,0.8,3.7,4.5,1.7,0.4,0.9,1.0,1.7,13.7
5,LaMarcus Aldridge\aldrila01,C,35,BRK,5,5,26.0,5.0,9.6,.521,0.8,1.0,.800,4.2,8.6,.488,.563,2.0,2.0,1.000,0.4,4.4,4.8,2.6,0.6,2.2,1.4,2.2,12.8
6,Ty-Shon Alexander\alexaty01,SG,22,PHO,8,0,2.9,0.1,1.0,.125,0.1,0.8,.167,0.0,0.3,.000,.188,0.1,0.3,.500,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.1,0.5
7,Nickeil Alexander-Walker\alexani01,SG,22,NOP,41,10,20.8,3.9,9.2,.418,1.6,4.6,.348,2.3,4.7,.487,.504,1.0,1.3,.750,0.2,2.8,3.1,2.0,1.0,0.5,1.4,1.9,10.2
8,Grayson Allen\allengr01,SG,25,MEM,41,29,25.0,3.5,8.3,.426,2.3,5.6,.404,1.3,2.7,.473,.563,1.5,1.8,.863,0.4,2.8,3.2,2.2,1.0,0.2,1.0,1.4,10.9
9,Jarrett Allen\allenja01,C,22,TOT,46,28,28.8,4.8,7.5,.636,0.1,0.3,.385,4.7,7.2,.646,.643,3.5,5.0,.711,3.0,7.0,10.0,1.7,0.5,1.6,1.5,1.6,13.2
9,Jarrett Allen\allenja01,C,22,BRK,12,5,26.7,3.7,5.4,.677,0.0,0.0,,3.7,5.4,.677,.677,3.8,5.1,.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2
9,Jarrett Allen\allenja01,C,22,CLE,34,23,29.6,5.2,8.3,.626,0.1,0.4,.385,5.0,7.9,.638,.635,3.4,4.9,.695,2.9,6.9,9.8,1.7,0.4,1.6,1.4,1.6,13.9
10,Al-Farouq Aminu\aminual01,PF,30,TOT,19,14,20.2,1.9,4.8,.396,0.4,1.7,.219,1.5,3.1,.492,.434,0.8,1.0,.842,1.1,4.1,5.1,1.5,0.9,0.5,1.4,1.3,5.0
10,Al-Farouq Aminu\aminual01,PF,30,ORL,17,14,21.6,2.1,5.2,.404,0.4,1.8,.226,1.7,3.4,.500,.444,0.8,1.0,.824,1.2,4.2,5.4,1.7,1.0,0.5,1.5,1.3,5.5
10,Al-Farouq Aminu\aminual01,PF,30,CHI,2,0,8.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,1.0,1.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0
11,Kyle Anderson\anderky01,PF,27,MEM,52,52,27.2,4.5,9.7,.462,1.3,3.9,.348,3.1,5.8,.538,.532,2.0,2.6,.776,0.8,5.2,5.9,3.6,1.3,0.8,1.3,1.7,12.3
12,Giannis Antetokounmpo\antetgi01,PF,26,MIL,46,46,33.8,10.3,18.3,.565,1.1,3.7,.304,9.2,14.6,.631,.596,6.7,9.8,.684,1.7,9.5,11.2,6.1,1.2,1.3,3.7,2.8,28.5
13,Kostas Antetokounmpo\antetko01,PF,23,LAL,13,0,3.7,0.2,0.6,.375,0.0,0.0,,0.2,0.6,.375,.375,0.4,0.8,.455,0.3,1.0,1.3,0.1,0.2,0.3,0.8,0.5,0.8
14,Thanasis Antetokounmpo\antetth01,SF,28,MIL,43,2,11.0,1.5,2.8,.525,0.2,0.6,.292,1.3,2.3,.582,.553,0.4,0.9,.462,1.1,1.4,2.5,0.9,0.4,0.2,0.9,1.4,3.6
15,Carmelo Anthony\anthoca01,PF,36,POR,54,3,25.1,4.8,11.5,.413,1.7,4.5,.380,3.0,7.0,.435,.488,2.1,2.4,.876,0.5,2.7,3.2,1.6,0.7,0.6,1.0,2.1,13.3
16,Cole Anthony\anthoco01,PG,20,ORL,31,18,26.3,4.2,10.9,.385,1.0,3.3,.311,3.2,7.6,.417,.432,1.8,2.2,.838,0.9,3.7,4.5,4.0,0.6,0.4,1.9,2.1,11.3
17,OG Anunoby\anunoog01,SF,23,TOR,37,37,33.0,5.4,11.4,.473,2.3,5.8,.393,3.1,5.6,.556,.572,1.8,2.3,.765,1.4,4.3,5.7,2.0,1.6,0.7,1.8,2.7,14.8
18,Ryan Arcidiacono\arcidry01,PG,26,CHI,32,0,10.9,1.1,2.8,.385,0.5,1.6,.308,0.6,1.2,.487,.473,0.4,0.5,.750,0.1,1.5,1.6,1.3,0.2,0.0,0.2,1.1,3.1
19,Trevor Ariza\arizatr01,SF,35,MIA,15,12,25.7,2.8,7.4,.378,1.5,4.0,.367,1.3,3.4,.392,.477,1.2,1.5,.783,0.6,3.3,3.9,1.7,0.7,0.7,0.6,1.6,8.3
20,D.J. Augustin\augusdj01,PG,33,TOT,51,6,19.2,2.2,5.6,.385,1.3,3.5,.374,0.8,2.1,.402,.502,1.4,1.5,.932,0.4,1.3,1.6,3.3,0.5,0.0,1.1,1.0,7.0
20,D.J. Augustin\augusdj01,PG,33,MIL,37,6,19.3,1.9,5.2,.370,1.3,3.5,.380,0.6,1.7,.349,.497,1.0,1.1,.900,0.3,1.1,1.4,3.0,0.5,0.0,0.9,0.9,6.1
20,D.J. Augustin\augusdj01,PG,33,HOU,14,0,19.1,2.8,6.7,.415,1.3,3.6,.360,1.5,3.1,.477,.511,2.4,2.4,.971,0.5,1.8,2.3,4.0,0.4,0.0,1.5,1.3,9.2
21,Deni Avdija\avdijde01,SF,20,WAS,51,29,23.4,2.4,5.8,.420,1.0,3.2,.323,1.4,2.6,.537,.508,0.5,0.8,.643,0.4,4.5,4.9,1.2,0.6,0.3,0.6,2.7,6.4
22,Deandre Ayton\aytonde01,C,22,PHO,55,55,30.5,6.6,10.5,.626,0.1,0.4,.200,6.5,10.1,.641,.629,2.0,2.7,.760,3.3,7.5,10.8,1.4,0.5,1.1,1.7,2.9,15.2
23,Udoka Azubuike\azubuud01,C,21,UTA,12,0,4.1,0.3,0.6,.571,0.0,0.0,,0.3,0.6,.571,.571,0.3,0.5,.667,0.3,0.8,1.1,0.0,0.1,0.3,0.3,0.7,1.0
24,Dwayne Bacon\bacondw01,SG,25,ORL,56,36,25.0,3.8,9.5,.400,0.9,2.9,.309,2.9,6.6,.441,.447,1.7,2.1,.836,0.3,2.7,3.0,1.2,0.5,0.1,0.6,1.5,10.2
25,Marvin Bagley III\baglema01,PF,21,SAC,37,37,25.7,5.6,11.2,.502,0.9,2.6,.354,4.7,8.6,.547,.543,1.6,2.9,.560,2.5,5.0,7.4,0.9,0.5,0.5,1.3,2.4,13.9
26,LaMelo Ball\ballla01,PG,19,CHO,41,21,28.6,5.8,12.8,.451,2.0,5.3,.375,3.8,7.6,.503,.528,2.4,3.0,.789,1.3,4.5,5.9,6.1,1.6,0.3,2.8,2.8,15.9
27,Lonzo Ball\balllo01,PG,23,NOP,42,42,31.4,5.1,12.3,.419,3.0,8.0,.376,2.1,4.2,.503,.543,0.9,1.1,.792,0.6,3.5,4.1,5.6,1.4,0.6,2.0,2.0,14.2
28,Mo Bamba\bambamo01,C,22,ORL,32,0,12.3,2.6,5.4,.486,0.8,2.0,.385,1.8,3.4,.546,.558,0.6,1.0,.606,1.3,2.9,4.3,0.5,0.2,1.0,0.6,1.7,6.7
29,Desmond Bane\banede01,SG,22,MEM,50,11,22.4,3.6,7.5,.475,1.8,3.9,.459,1.8,3.6,.492,.593,0.6,0.8,.821,0.4,2.7,3.1,1.6,0.7,0.2,0.9,1.9,9.5
30,Harrison Barnes\barneha02,PF,28,SAC,53,53,36.3,5.3,10.9,.489,1.5,4.2,.365,3.8,6.7,.566,.559,3.4,4.1,.826,1.2,5.5,6.7,3.5,0.8,0.2,1.6,1.3,15.6
31,RJ Barrett\barrerj01,SG,20,NYK,57,57,34.1,6.5,14.5,.448,1.4,3.7,.381,5.1,10.8,.471,.496,2.9,4.0,.734,1.1,4.7,5.7,3.0,0.8,0.3,1.9,2.6,17.3
32,Will Barton\bartowi01,SF,30,DEN,53,49,31.3,4.6,10.9,.427,1.7,4.6,.374,2.9,6.3,.465,.506,1.6,2.1,.782,0.7,3.3,4.0,3.2,0.9,0.4,1.7,1.7,12.6
33,Keita Bates-Diop\bateske01,SF,25,SAS,17,0,7.2,0.8,2.1,.371,0.3,0.9,.333,0.5,1.2,.400,.443,0.4,0.6,.700,0.3,0.9,1.2,0.4,0.4,0.1,0.1,0.4,2.2
34,Nicolas Batum\batumni01,SF,32,LAC,55,38,28.4,3.0,6.5,.458,1.8,4.3,.415,1.2,2.2,.542,.596,0.8,0.9,.846,0.8,4.1,4.9,2.3,1.1,0.5,0.8,1.6,8.5
35,Aron Baynes\baynear01,C,34,TOR,50,31,18.2,2.4,5.6,.431,0.4,1.9,.237,2.0,3.8,.527,.470,0.5,0.7,.730,1.7,3.4,5.1,0.9,0.3,0.4,0.9,2.3,5.8
36,Kent Bazemore\bazemke01,SF,31,GSW,54,5,17.6,2.3,5.2,.448,1.0,2.4,.412,1.3,2.7,.480,.545,0.7,1.1,.702,0.4,2.5,3.0,1.6,0.9,0.5,1.1,2.2,6.4
37,Darius Bazley\bazleda01,PF,20,OKC,40,40,30.8,4.6,11.5,.402,1.5,5.2,.284,3.2,6.3,.500,.466,1.6,2.2,.708,0.6,6.8,7.4,1.6,0.5,0.6,2.0,0.9,12.3
38,Bradley Beal\bealbr01,SG,27,WAS,46,46,35.4,10.9,22.7,.480,2.2,6.5,.331,8.7,16.2,.540,.528,7.0,7.8,.898,1.2,3.6,4.8,4.8,1.1,0.3,3.3,2.4,31.0
39,Malik Beasley\beaslma01,SG,24,MIN,37,36,32.8,7.1,16.2,.440,3.5,8.7,.399,3.7,7.5,.487,.547,1.8,2.2,.850,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6
40,Jordan Bell\belljo01,C,26,WAS,3,1,16.7,1.7,5.0,.333,0.0,0.7,.000,1.7,4.3,.385,.333,0.0,0.0,,1.7,3.7,5.3,1.7,0.3,1.0,1.0,1.3,3.3
41,DeAndre' Bembry\bembrde01,SF,26,TOR,38,11,18.1,2.1,3.9,.544,0.2,0.9,.273,1.9,3.1,.621,.574,0.7,1.1,.683,0.6,2.0,2.6,2.0,0.8,0.4,1.2,1.6,5.2
42,Dāvis Bertāns\bertada01,PF,28,WAS,41,5,24.5,3.3,8.2,.406,2.9,7.3,.400,0.4,0.9,.457,.585,1.7,1.9,.873,0.4,2.6,3.0,0.9,0.6,0.2,0.6,2.5,11.2
43,Patrick Beverley\beverpa01,PG,32,LAC,31,31,23.4,2.6,6.1,.432,1.7,4.0,.416,1.0,2.1,.462,.568,1.1,1.3,.805,0.9,2.7,3.6,2.1,0.8,0.8,0.9,3.1,8.0
44,Saddiq Bey\beysa01,SF,21,DET,54,37,25.6,3.8,9.1,.413,2.3,6.2,.378,1.4,2.9,.487,.542,1.6,1.8,.876,0.5,3.5,4.0,1.3,0.7,0.1,0.8,1.6,11.4
45,Tyler Bey\beyty01,SF,22,DAL,11,0,3.5,0.4,1.1,.333,0.0,0.1,.000,0.4,1.0,.364,.333,0.2,0.4,.500,0.5,0.7,1.2,0.1,0.0,0.1,0.0,0.4,0.9
46,Khem Birch\birchkh01,C,28,TOT,52,7,20.2,2.1,4.5,.468,0.1,0.5,.208,2.0,4.1,.498,.479,1.3,1.8,.723,2.4,2.7,5.1,1.0,0.7,0.7,0.5,1.5,5.6
46,Khem Birch\birchkh01,C,28,ORL,48,5,19.8,2.0,4.4,.450,0.1,0.4,.190,1.9,3.9,.479,.459,1.3,1.8,.741,2.4,2.6,5.1,1.1,0.7,0.6,0.5,1.4,5.3
46,Khem Birch\birchkh01,C,28,TOR,4,2,24.5,4.0,6.5,.615,0.3,0.8,.333,3.8,5.8,.652,.635,1.3,2.3,.556,2.3,3.8,6.0,0.3,0.8,1.5,0.8,2.3,9.5
47,Goga Bitadze\bitadgo01,C,21,IND,36,1,11.0,1.9,4.1,.473,0.4,1.5,.278,1.5,2.6,.587,.524,0.8,1.1,.744,1.3,1.8,3.1,0.7,0.2,1.1,0.4,1.9,5.1
48,Bismack Biyombo\biyombi01,C,28,CHO,51,30,20.9,2.2,3.8,.579,0.0,0.0,.000,2.2,3.8,.582,.579,0.8,1.7,.483,2.0,3.2,5.2,1.3,0.3,1.1,1.0,2.3,5.3
49,Nemanja Bjelica\bjeline01,PF,32,TOT,34,1,15.5,2.3,5.1,.448,0.6,2.2,.270,1.7,2.9,.580,.506,1.0,1.3,.733,0.7,2.7,3.4,1.7,0.3,0.1,0.9,1.9,6.1
49,Nemanja Bjelica\bjeline01,PF,32,SAC,26,1,16.9,2.7,5.8,.460,0.7,2.2,.293,2.0,3.5,.565,.517,1.2,1.6,.762,0.9,2.9,3.8,1.9,0.3,0.1,1.1,1.8,7.2
49,Nemanja Bjelica\bjeline01,PF,32,MIA,8,0,10.9,1.1,3.0,.375,0.4,2.0,.188,0.8,1.0,.750,.438,0.1,0.4,.333,0.1,1.9,2.0,1.1,0.3,0.3,0.4,1.9,2.8
50,Eric Bledsoe\bledser01,SG,31,NOP,55,54,30.2,4.1,10.0,.408,1.7,5.1,.345,2.3,5.0,.471,.495,1.8,2.5,.728,0.4,3.1,3.5,3.7,0.7,0.3,1.6,1.6,11.7
51,Keljin Blevins\blevike01,SF,25,POR,10,0,5.1,0.2,1.4,.143,0.0,0.5,.000,0.2,0.9,.222,.143,0.0,0.0,,0.0,0.2,0.2,0.4,0.2,0.0,0.3,0.4,0.4
52,Bogdan Bogdanović\bogdabo01,SG,28,ATL,31,14,27.6,5.2,11.4,.455,2.8,6.7,.415,2.4,4.7,.510,.576,0.9,1.0,.906,0.5,3.1,3.7,3.0,0.8,0.3,1.1,2.1,14.1
53,Bojan Bogdanović\bogdabo02,SF,31,UTA,56,56,30.4,5.1,12.0,.422,2.4,6.2,.383,2.7,5.8,.464,.522,2.9,3.3,.870,0.6,3.4,4.0,1.8,0.5,0.1,1.4,1.6,15.4
54,Bol Bol\bolbo01,PF,21,DEN,24,2,5.0,0.9,1.8,.512,0.4,0.8,.474,0.5,1.0,.542,.616,0.3,0.5,.583,0.0,0.8,0.8,0.3,0.1,0.4,0.4,0.5,2.5
55,Marques Bolden\boldema01,C,22,CLE,6,0,4.8,0.2,0.5,.333,0.0,0.0,,0.2,0.5,.333,.333,0.8,1.3,.625,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,1.2
56,Jordan Bone\bonejo01,PG,23,ORL,14,0,14.0,1.6,3.9,.426,0.7,2.3,.313,0.9,1.6,.591,.519,0.0,0.0,,0.3,1.4,1.7,1.3,0.1,0.0,0.2,0.8,4.0
57,Isaac Bonga\bongais01,SF,21,WAS,34,7,11.5,0.8,2.1,.375,0.4,1.2,.286,0.4,0.9,.500,.458,0.1,0.2,.500,0.5,1.4,1.9,0.6,0.3,0.2,0.5,1.6,2.0
58,Devin Booker\bookede01,SG,24,PHO,51,51,33.7,9.4,19.2,.488,2.1,5.9,.350,7.3,13.3,.550,.542,4.8,5.6,.864,0.4,3.8,4.2,4.5,0.8,0.3,3.3,2.8,25.7
59,Chris Boucher\bouchch01,C,28,TOR,57,12,24.0,4.8,9.2,.517,1.4,3.8,.380,3.3,5.4,.614,.595,2.5,3.2,.790,1.9,4.7,6.6,1.1,0.6,1.9,0.8,2.8,13.5
60,Brian Bowen\bowenbr02,SF,22,IND,5,0,2.4,0.2,0.6,.333,0.0,0.0,,0.2,0.6,.333,.333,0.2,0.2,1.000,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.6
61,Avery Bradley\bradlav01,SG,30,TOT,21,3,21.6,2.6,6.4,.407,1.3,3.8,.350,1.3,2.6,.491,.511,0.5,0.6,.769,0.3,1.8,2.0,1.6,0.7,0.1,0.8,2.1,7.0
61,Avery Bradley\bradlav01,SG,30,MIA,10,1,21.1,3.1,6.6,.470,1.6,3.8,.421,1.5,2.8,.536,.591,0.7,0.9,.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5
61,Avery Bradley\bradlav01,SG,30,HOU,11,2,22.1,2.2,6.3,.348,1.1,3.8,.286,1.1,2.5,.444,.435,0.3,0.4,.750,0.4,1.9,2.3,1.7,0.7,0.1,0.7,1.7,5.7
62,Tony Bradley\bradlto01,C,23,TOT,31,8,16.2,3.0,4.5,.667,0.0,0.1,.000,3.0,4.5,.681,.667,0.7,1.1,.657,2.1,3.8,5.9,0.9,0.4,0.8,0.7,1.5,6.8
62,Tony Bradley\bradlto01,C,23,PHI,20,8,14.4,2.6,3.8,.680,0.0,0.1,.000,2.6,3.7,.689,.680,0.4,0.6,.636,2.0,3.3,5.2,0.9,0.3,0.7,0.3,1.4,5.5
62,Tony Bradley\bradlto01,C,23,OKC,11,0,19.6,3.9,6.0,.652,0.0,0.2,.000,3.9,5.8,.672,.652,1.5,2.2,.667,2.4,4.8,7.2,1.1,0.5,1.0,1.5,1.6,9.3
63,Jarrell Brantley\brantja01,PF,24,UTA,18,0,4.4,0.8,1.7,.500,0.4,1.0,.389,0.4,0.7,.667,.617,0.1,0.1,1.000,0.3,0.7,1.1,0.3,0.2,0.1,0.1,0.7,2.2
64,Ignas Brazdeikis\brazdig01,SF,22,TOT,5,0,3.0,0.0,0.8,.000,0.0,0.2,.000,0.0,0.6,.000,.000,0.4,0.4,1.000,0.2,0.6,0.8,0.2,0.0,0.0,0.2,0.0,0.4
64,Ignas Brazdeikis\brazdig01,SF,22,NYK,4,0,1.8,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.5,0.5,1.000,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.0,0.5
64,Ignas Brazdeikis\brazdig01,SF,22,PHI,1,0,8.0,0.0,3.0,.000,0.0,1.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Mikal Bridges\bridgmi01,SF,24,PHO,55,55,32.1,4.8,9.2,.525,1.7,4.2,.409,3.1,5.0,.622,.618,1.5,1.8,.822,1.1,3.4,4.5,2.2,0.9,0.9,0.8,1.6,12.9
66,Miles Bridges\bridgmi02,PF,22,CHO,55,9,28.0,4.2,8.2,.510,1.5,3.9,.396,2.7,4.4,.610,.603,1.3,1.5,.869,1.3,4.6,5.9,2.0,0.7,0.7,1.7,2.1,11.3
67,Oshae Brissett\brissos01,SF,22,IND,5,0,5.0,1.2,1.6,.750,0.2,0.4,.500,1.0,1.2,.833,.813,0.6,0.6,1.000,0.0,0.4,0.4,0.2,0.2,0.2,0.2,0.2,3.2
68,Malcolm Brogdon\brogdma01,PG,28,IND,49,49,35.1,8.0,17.6,.456,2.7,6.7,.398,5.3,10.9,.492,.532,2.5,3.0,.855,1.1,3.9,5.0,5.9,1.0,0.2,2.0,2.0,21.2
69,Armoni Brooks\brookar01,SG,22,HOU,4,0,13.0,2.3,4.8,.474,1.5,3.8,.400,0.8,1.0,.750,.632,0.0,0.0,,0.0,2.3,2.3,0.8,0.3,0.0,0.8,0.8,6.0
70,Dillon Brooks\brookdi01,SF,25,MEM,51,51,29.5,6.3,15.2,.414,1.9,5.5,.348,4.4,9.7,.452,.477,2.2,2.6,.830,0.8,2.1,2.9,2.4,1.2,0.4,1.8,3.5,16.7
71,Bruce Brown\brownbr01,PG,24,BRK,52,31,22.1,3.5,6.5,.534,0.2,0.9,.255,3.2,5.6,.579,.552,1.3,1.7,.767,1.6,3.2,4.8,1.7,0.9,0.4,0.9,2.2,8.5
72,Jaylen Brown\brownja02,SG,24,BOS,52,52,34.1,9.3,18.8,.493,2.7,6.8,.400,6.6,12.0,.546,.566,3.3,4.3,.754,1.2,4.6,5.8,3.4,1.2,0.6,2.7,2.9,24.6
73,Moses Brown\brownmo01,C,21,OKC,27,16,21.1,3.5,6.3,.559,0.0,0.0,,3.5,6.3,.559,.559,2.1,3.4,.620,3.4,5.3,8.7,0.1,0.6,1.1,1.0,2.0,9.1
74,Sterling Brown\brownst02,SG,25,HOU,51,14,24.1,2.9,6.6,.448,1.8,4.2,.423,1.2,2.4,.492,.584,0.5,0.6,.806,0.7,3.6,4.4,1.4,0.7,0.2,0.8,1.9,8.2
75,Troy Brown Jr.\browntr01,SF,21,TOT,32,0,15.2,1.8,4.3,.420,0.7,2.1,.324,1.1,2.2,.514,.500,0.5,0.7,.714,0.6,2.5,3.1,0.9,0.3,0.2,0.7,1.5,4.8
75,Troy Brown Jr.\browntr01,SF,21,WAS,21,0,13.7,1.6,4.2,.371,0.7,2.2,.304,0.9,2.0,.442,.449,0.5,0.7,.667,0.5,2.4,2.9,0.9,0.1,0.2,0.8,1.4,4.3
75,Troy Brown Jr.\browntr01,SF,21,CHI,11,0,18.1,2.3,4.5,.510,0.7,2.0,.364,1.5,2.5,.630,.592,0.5,0.5,.833,0.7,2.6,3.4,0.8,0.5,0.2,0.5,1.8,5.7
76,Jalen Brunson\brunsja01,PG,24,DAL,51,11,25.5,4.8,9.1,.523,1.2,3.0,.387,3.6,6.1,.590,.587,1.9,2.4,.789,0.4,3.2,3.6,3.4,0.5,0.0,1.3,1.7,12.6
77,Thomas Bryant\bryanth01,C,23,WAS,10,10,27.1,5.9,9.1,.648,0.9,2.1,.429,5.0,7.0,.714,.698,1.6,2.4,.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,3.1,14.3
78,Reggie Bullock\bullore01,SF,29,NYK,50,49,28.1,3.5,8.2,.428,2.2,5.6,.397,1.3,2.5,.496,.565,0.6,0.7,.889,0.2,3.1,3.3,1.4,0.8,0.2,0.7,2.2,9.9
79,Trey Burke\burketr01,PG,28,DAL,49,0,14.3,2.4,5.4,.444,1.0,2.7,.362,1.4,2.8,.522,.532,0.7,0.8,.850,0.1,0.8,0.9,1.3,0.6,0.1,0.5,1.0,6.5
80,Alec Burks\burksal01,SG,29,NYK,44,5,25.8,4.2,10.1,.414,2.0,5.0,.408,2.2,5.1,.420,.515,2.2,2.5,.865,0.4,4.1,4.5,2.2,0.7,0.3,1.0,2.1,12.6
81,Jimmy Butler\butleji01,SF,31,MIA,41,41,33.7,7.1,14.4,.495,0.5,2.0,.232,6.7,12.4,.537,.511,6.7,7.9,.852,1.9,5.3,7.2,7.2,2.1,0.4,2.1,1.4,21.4
82,Bruno Caboclo\cabocbr01,PF,25,HOU,6,0,6.0,1.3,2.8,.471,0.0,0.8,.000,1.3,2.0,.667,.471,0.2,0.3,.500,0.5,1.8,2.3,0.2,0.0,0.3,0.7,1.0,2.8
83,Devontae Cacok\cacokde01,PF,24,LAL,16,1,5.2,1.1,1.6,.654,0.0,0.0,,1.1,1.6,.654,.654,0.3,0.6,.444,0.6,1.1,1.8,0.1,0.3,0.3,0.3,0.5,2.4
84,Kentavious Caldwell-Pope\caldwke01,SG,27,LAL,52,52,27.0,3.0,7.2,.424,1.6,3.9,.410,1.4,3.2,.440,.536,1.2,1.4,.840,0.4,2.3,2.7,1.7,0.8,0.3,1.1,1.7,8.9
85,Facundo Campazzo\campafa01,PG,29,DEN,50,4,19.0,1.6,4.1,.390,1.1,2.9,.385,0.5,1.2,.403,.524,0.8,1.0,.824,0.3,1.3,1.6,2.9,1.0,0.2,1.0,1.9,5.1
86,Vlatko Čančar\cancavl01,PF,23,DEN,30,0,5.4,0.5,1.3,.421,0.2,0.6,.263,0.4,0.6,.579,.487,0.2,0.3,.875,0.2,0.8,1.0,0.3,0.3,0.1,0.3,0.4,1.5
87,Devin Cannady\cannade01,PG,24,ORL,4,0,3.8,0.8,1.8,.429,0.5,1.3,.400,0.3,0.5,.500,.571,1.5,1.8,.857,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.5,3.5
88,Clint Capela\capelca01,C,26,ATL,49,49,30.2,6.6,11.0,.602,0.0,0.0,,6.6,11.0,.602,.602,2.1,3.6,.591,4.7,9.6,14.3,0.8,0.7,2.2,1.2,2.3,15.4
89,Vernon Carey Jr.\careyve01,C,19,CHO,11,1,6.2,1.1,2.0,.545,0.1,0.5,.167,1.0,1.5,.688,.568,0.4,0.5,.800,0.2,1.3,1.5,0.2,0.0,0.3,0.3,0.6,2.6
90,Jevon Carter\carteje01,PG,25,PHO,43,0,10.8,1.3,3.2,.410,0.8,2.3,.367,0.5,1.0,.512,.540,0.0,0.0,1.000,0.3,1.2,1.5,1.2,0.4,0.2,0.2,1.0,3.5
91,Wendell Carter Jr.\cartewe01,C,21,TOT,43,33,25.6,4.5,8.5,.526,0.3,0.8,.306,4.2,7.7,.550,.541,2.6,3.6,.739,2.4,5.6,8.0,2.1,0.7,0.8,1.5,2.8,11.8
91,Wendell Carter Jr.\cartewe01,C,21,CHI,32,25,24.8,4.0,7.9,.512,0.3,0.7,.364,3.8,7.2,.526,.528,2.6,3.5,.739,2.2,5.6,7.8,2.2,0.6,0.8,1.5,3.0,10.9
91,Wendell Carter Jr.\cartewe01,C,21,ORL,11,8,27.9,5.7,10.3,.558,0.3,1.3,.214,5.5,9.0,.606,.571,2.8,3.8,.738,3.2,5.5,8.7,2.0,1.0,1.1,1.5,2.2,14.5
92,Michael Carter-Williams\cartemi01,SG,29,ORL,31,25,25.8,3.4,8.7,.389,0.5,2.0,.246,2.9,6.7,.431,.417,1.6,2.6,.613,1.3,3.2,4.5,4.2,0.8,0.5,2.2,2.6,8.8
93,Alex Caruso\carusal01,PG,26,LAL,46,0,20.4,2.1,4.9,.431,1.0,2.3,.415,1.2,2.6,.445,.529,0.8,1.2,.655,0.5,2.4,3.0,2.6,1.2,0.2,1.2,1.8,6.0
94,Willie Cauley-Stein\caulewi01,C,27,DAL,36,11,16.9,2.2,3.6,.617,0.0,0.2,.125,2.2,3.3,.650,.621,0.9,1.4,.660,1.1,3.1,4.2,0.7,0.3,0.8,0.5,2.3,5.3
95,Chris Chiozza\chiozch01,PG,25,BRK,22,1,10.5,1.4,4.0,.352,0.6,1.9,.310,0.8,2.1,.391,.426,0.6,0.8,.765,0.1,1.0,1.1,3.0,0.3,0.3,0.7,0.9,4.0
96,Marquese Chriss\chrisma01,PF,23,GSW,2,0,13.5,2.5,7.0,.357,0.5,2.5,.200,2.0,4.5,.444,.393,1.0,2.0,.500,1.5,5.0,6.5,1.0,0.0,1.0,1.0,1.5,6.5
97,Gary Clark\clarkga01,SF,26,TOT,37,11,17.3,1.1,3.5,.305,0.8,2.9,.287,0.2,0.6,.391,.424,0.2,0.3,.800,0.9,2.2,3.1,0.8,0.3,0.2,0.5,0.9,3.2
